dataset_name,features_dimension,type_classifier,learning_rate_init,num_iter,score,solver,learning_rate,activation,hidden_layer_sizes
iris,4,MLPClassifier,0.1,400,0.52,sgd,invscaling,logistic,"(5,)"
iris,4,MLPClassifier,0.1,400,0.48,sgd,invscaling,logistic,"(100,)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,invscaling,logistic,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,invscaling,logistic,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,invscaling,tanh,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,invscaling,tanh,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,invscaling,tanh,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,invscaling,tanh,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.48,sgd,invscaling,relu,"(5,)"
iris,4,MLPClassifier,0.1,400,0.88,sgd,invscaling,relu,"(100,)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,invscaling,relu,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,invscaling,relu,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,identity,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,identity,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,identity,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,adaptive,identity,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,logistic,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,logistic,"(100,)"
iris,4,MLPClassifier,0.1,400,0.52,sgd,adaptive,logistic,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.48,sgd,adaptive,logistic,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.48,sgd,adaptive,tanh,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,tanh,"(100,)"
iris,4,MLPClassifier,0.1,400,0.48,sgd,adaptive,tanh,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.96,sgd,adaptive,tanh,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.48,sgd,adaptive,relu,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,relu,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,relu,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.92,sgd,adaptive,relu,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.8,adam,constant,identity,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,identity,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,identity,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,identity,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,logistic,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,logistic,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,logistic,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.48,adam,constant,logistic,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.48,adam,constant,tanh,"(5,)"
iris,4,MLPClassifier,0.1,400,0.52,adam,constant,tanh,"(100,)"
iris,4,MLPClassifier,0.1,400,0.96,adam,constant,tanh,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.52,adam,constant,tanh,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.52,adam,constant,relu,"(5,)"
iris,4,MLPClassifier,0.1,400,0.48,adam,constant,relu,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,constant,relu,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.96,adam,constant,relu,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,identity,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,identity,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,identity,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.52,adam,invscaling,identity,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,logistic,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,logistic,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,logistic,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,logistic,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,tanh,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,tanh,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,tanh,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.48,adam,invscaling,tanh,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,relu,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,relu,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,invscaling,relu,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.96,adam,invscaling,relu,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,identity,"(5,)"
iris,4,MLPClassifier,0.1,400,0.52,adam,adaptive,identity,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,identity,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.72,adam,adaptive,identity,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,logistic,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,logistic,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,logistic,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.48,adam,adaptive,logistic,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,tanh,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,tanh,"(100,)"
iris,4,MLPClassifier,0.1,400,0.48,adam,adaptive,tanh,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.48,adam,adaptive,tanh,"(20,20,20)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,relu,"(5,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,relu,"(100,)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,relu,"(10,10)"
iris,4,MLPClassifier,0.1,400,0.92,adam,adaptive,relu,"(20,20,20)"
iris,4,PereptronClassifier,1.0,100,0.96,,,,
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,identity,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,identity,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,identity,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,identity,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,logistic,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,logistic,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,logistic,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,logistic,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,tanh,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,tanh,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,tanh,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,tanh,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,relu,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,relu,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,relu,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,constant,relu,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,identity,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,identity,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,identity,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,identity,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,logistic,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,logistic,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,logistic,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,logistic,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,tanh,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,tanh,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,tanh,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,tanh,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.48,lbfgs,invscaling,relu,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,relu,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,relu,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,invscaling,relu,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,identity,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,identity,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,identity,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,identity,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,logistic,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,logistic,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,logistic,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,logistic,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,tanh,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,tanh,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,tanh,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,tanh,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,relu,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,relu,"(100,)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,relu,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.92,lbfgs,adaptive,relu,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.4,sgd,constant,identity,"(5,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,identity,"(100,)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,constant,identity,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,constant,identity,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,constant,logistic,"(5,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,logistic,"(100,)"
iris,4,MLPClassifier,1.0,100,0.88,sgd,constant,logistic,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,logistic,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,tanh,"(5,)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,constant,tanh,"(100,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,tanh,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,constant,tanh,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,relu,"(5,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,relu,"(100,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,constant,relu,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,constant,relu,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,invscaling,identity,"(5,)"
iris,4,MLPClassifier,1.0,100,0.16,sgd,invscaling,identity,"(100,)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,invscaling,identity,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,invscaling,identity,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,invscaling,logistic,"(5,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,invscaling,logistic,"(100,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,invscaling,logistic,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,invscaling,logistic,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,sgd,invscaling,tanh,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,sgd,invscaling,tanh,"(100,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,invscaling,tanh,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.64,sgd,invscaling,tanh,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,invscaling,relu,"(5,)"
iris,4,MLPClassifier,1.0,100,0.92,sgd,invscaling,relu,"(100,)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,invscaling,relu,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,invscaling,relu,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.92,sgd,adaptive,identity,"(5,)"
iris,4,MLPClassifier,1.0,100,0.96,sgd,adaptive,identity,"(100,)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,adaptive,identity,"(10,10)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,adaptive,identity,"(20,20,20)"
iris,4,MLPClassifier,1.0,100,0.52,sgd,adaptive,logistic,"(5,)"
iris,4,MLPClassifier,1.0,100,0.48,sgd,adaptive,logistic,"(100,)"
